"Trades","Trades"
"List of Suggested Prices","List of Suggested Prices"
"Waiting for action","Waiting for action"
"Rejected","Rejected"
"Accepted","Accepted"
"Accept","Accept"
"Reject","Reject"
"Manage Trades","Manage Trades"
"Customer","Customer"
"Original Product Price","Original Product Price"
"Suggested Price","Suggested Price"
