"Delivery Date Settings","Delivery Date Settings"
"Allowed week days","Allowed week days"
"Sunday","Sunday"
"Monday","Monday"
"Tuesday","Tuesday"
"Wednesday","Wednesday"
"Thursday","Thursday"
"Friday","Friday"
"Saturday","Saturday"
"Exclude days","Exclude days"
"Exclude new date","Exclude new date"
"Order lead time (number of days)","Order lead time (number of days)"
"Order cut-off time finish (format HH:MM)","Order cut-off time finish (format HH:MM)"
